Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,city mpg,Popularity,MSRP,Car_Type,Value_Score
Mercedes-Benz,2009,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,17.0,617,56100,Normal,0.0026498855835240275
Mercedes-Benz,2009,premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,15.0,617,64800,Normal,0.0024745605920444033
Mercedes-Benz,2009,premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,15.0,617,56800,Normal,0.0022574893009985734
Mercedes-Benz,2009,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,17.0,617,48100,Normal,0.0022574893009985734
Mercedes-Benz,2015,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,17.0,617,73200,Normal,0.0023707865168539326
Mercedes-Benz,2015,premium unleaded (required),577.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,16.0,617,106550,Luxury,0.0023707865168539326
Mercedes-Benz,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,20.0,617,65990,Normal,0.0023707865168539326
Mercedes-Benz,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,20.0,617,68490,Normal,0.0014338112704234745
Mercedes-Benz,2015,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,17.0,617,75700,Normal,0.0014648088603072527
Mercedes-Benz,2016,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,20.0,617,66900,Normal,0.0013875443691513392
Mercedes-Benz,2016,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,19.0,617,69400,Normal,0.0013441700531416068
Mercedes-Benz,2016,premium unleaded (required),577.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,16.0,617,107800,Luxury,0.0013070306088330953
Mercedes-Benz,2016,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,17.0,617,76600,Normal,0.001348004639643876
Mercedes-Benz,2016,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,17.0,617,74100,Normal,0.007312153303076148
Mercedes-Benz,2017,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,18.0,617,74850,Normal,0.007269081338513598
Mercedes-Benz,2017,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,17.0,617,77350,Normal,0.007594605211470473
Mercedes-Benz,2017,premium unleaded (required),577.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,16.0,617,108900,Luxury,0.0074761536478473835
Chevrolet,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,24.0,1385,14410,Normal,0.007291011942174733
Chevrolet,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,24.0,1385,15120,Normal,0.007226211849192101
Chevrolet,2008,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,22.0,1385,22335,Normal,0.006894329896907216
Chevrolet,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,24.0,1385,14410,Normal,0.006482883974553166
Chevrolet,2008,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,22.0,1385,19695,Normal,0.0043637664311902
Chevrolet,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,24.0,1385,15120,Normal,0.003894142891202416
Chevrolet,2008,regular unleaded,173.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,22.0,1385,19695,Normal,0.004544189928591301
Chevrolet,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,25.0,1385,16460,Normal,0.0037587614572903026
Chevrolet,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,25.0,1385,15660,Normal,0.006776807324002946
Chevrolet,2009,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,22.0,1385,23425,Normal,0.07984934086629002
Chevrolet,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,25.0,1385,15660,Normal,0.08031088082901554
Chevrolet,2009,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,22.0,1385,23425,Normal,0.07422540006809669
Chevrolet,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,25.0,1385,14990,Normal,0.073
Chevrolet,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,25.0,1385,14990,Normal,0.073
Chevrolet,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,25.0,1385,16460,Normal,0.094
Chevrolet,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,25.0,1385,15670,Normal,0.07022607022607022
Chevrolet,2010,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,22.0,1385,24535,Normal,0.0009305814050390289
Chevrolet,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,25.0,1385,14990,Normal,0.008746666666666666
Chevrolet,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,25.0,1385,16470,Normal,0.008465879938429965
Chevrolet,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,25.0,1385,14990,Normal,0.00896388083311363
Chevrolet,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,25.0,1385,16470,Normal,0.008489322436066439
Chevrolet,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,25.0,1385,15670,Normal,0.008644800406814137
Chevrolet,2012,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,14.0,1385,28340,Normal,0.008092485549132947
Chevrolet,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,17.0,1385,29480,Normal,0.00905982905982906
Chevrolet,2012,regular unleaded,185.0,4.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,18.0,1385,23030,Normal,0.00943952802359882
Chevrolet,2012,regular unleaded,185.0,4.0,MANUAL,four wheel drive,2.0,Compact,Regular Cab Pickup,18.0,1385,20980,Normal,0.007443591532914631
Chevrolet,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,16.0,1385,30320,Normal,0.007309875141884223
Chevrolet,2012,regular unleaded,242.0,5.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,17.0,1385,26160,Normal,0.007013722500544543
Chevrolet,2012,regular unleaded,242.0,5.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,17.0,1385,27490,Normal,0.008387600937744204
Chevrolet,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,18.0,1385,22955,Normal,0.007480748074807481
Chevrolet,2012,regular unleaded,185.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,18.0,1385,19730,Normal,0.008672232695933207
Chevrolet,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,2.0,Compact,Regular Cab Pickup,17.0,1385,24440,Normal,0.008884243532793311
Chevrolet,2012,regular unleaded,185.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,18.0,1385,17475,Normal,0.008413901228116017
Chevrolet,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,18.0,1385,24285,Normal,0.008023922252678794
Chevrolet,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,17.0,1385,26620,Normal,0.009248554913294798
Chevrolet,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Regular Cab Pickup,18.0,1385,20370,Normal,0.006962162162162162
Chevrolet,2012,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,14.0,1385,27010,Normal,0.0073851834756519736
Chevrolet,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,16.0,1385,28460,Normal,0.007253886010362694
Chevrolet,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,19.0,1385,29220,Normal,0.008570708343836652
Chevrolet,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20.0,1385,29550,Normal,0.007802277683547371
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,18.0,1385,25850,Normal,0.007425202009172308
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,18.0,1385,28630,Normal,0.00888268156424581
Chevrolet,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20.0,1385,27110,Normal,0.00859354149986656
Chevrolet,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20.0,1385,24330,Normal,0.008313968499870901
Chevrolet,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,19.0,1385,26885,Normal,0.007054673721340388
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,17.0,1385,30005,Normal,0.007981220657276996
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,17.0,1385,34415,Normal,0.008648648648648649
Chevrolet,2015,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,19.0,1385,21775,Normal,0.007339026078929148
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,17.0,1385,32085,Normal,0.008792345487457979
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,18.0,1385,30785,Normal,0.0073059360730593605
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,17.0,1385,32385,Normal,0.007331042382588774
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,17.0,1385,34115,Normal,0.008449960390810668
Chevrolet,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20.0,1385,25170,Normal,0.007825874296894107
Chevrolet,2015,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,19.0,1385,20120,Normal,0.088
Chevrolet,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20.0,1385,27630,Normal,0.097
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,17.0,1385,29705,Normal,0.097
Chevrolet,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,19.0,1385,31555,Normal,0.097
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,17.0,1385,30665,Normal,0.071
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,17.0,1385,32895,Normal,0.0705
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,17.0,1385,35000,Normal,0.008905660377358491
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,17.0,1385,30365,Normal,0.008280701754385965
Chevrolet,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20.0,1385,28515,Normal,0.0076129032258064515
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,17.0,1385,33195,Normal,0.008137931034482758
Chevrolet,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,19.0,1385,30030,Normal,0.0069982394366197185
Chevrolet,2016,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,19.0,1385,20100,Normal,0.007434538653366583
Chevrolet,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,19.0,1385,32440,Normal,0.008012048192771085
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,18.0,1385,31670,Normal,0.007473084230525649
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,18.0,1385,26510,Normal,0.007453125
Chevrolet,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20.0,1385,30435,Normal,0.008581818181818182
Chevrolet,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,19.0,1385,27545,Normal,0.007586993725042784
Chevrolet,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20.0,1385,24990,Normal,0.006494213750850919
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,17.0,1385,35300,Normal,0.0073235065942591155
Chevrolet,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20.0,1385,27920,Normal,0.0068682505399568035
Chevrolet,2016,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,19.0,1385,22435,Normal,0.00795
Chevrolet,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20.0,1385,25980,Normal,0.008
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,18.0,1385,29440,Normal,0.008083140877598153
Dodge,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,27.0,1851,2000,Normal,0.007708357482322939
Dodge,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,25.0,1851,2000,Normal,0.007255864702673213
Dodge,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,28.0,1851,2000,Normal,0.008417721518987342
Dodge,1993,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,23.0,1851,2000,Normal,0.00689554419284149
Dodge,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28.0,1851,2000,Normal,0.0075273077140755
Dodge,1994,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,23.0,1851,2000,Normal,0.008375314861460956
Dodge,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,28.0,1851,2000,Normal,0.006800199586570675
Plymouth,1992,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,21.0,535,2000,Normal,0.008015428192611342
Plymouth,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,25.0,535,2000,Normal,0.006927601481373902
Plymouth,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,27.0,535,2000,Normal,0.00788572383259544
Plymouth,1992,regular unleaded,113.0,4.0,MANUAL,all wheel drive,4.0,Compact,Wagon,19.0,535,2000,Normal,0.006433340076876391
Plymouth,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,28.0,535,2000,Normal,0.0073917469266306475
Plymouth,1993,regular unleaded,113.0,4.0,MANUAL,all wheel drive,4.0,Compact,Wagon,19.0,535,2000,Normal,0.007946127946127946
Plymouth,1993,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,23.0,535,2000,Normal,0.007201256158969083
Plymouth,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28.0,535,2000,Normal,0.007897350993377484
Plymouth,1993,regular unleaded,136.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,19.0,535,2000,Normal,0.007354868552925758
Plymouth,1993,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,21.0,535,2000,Normal,0.0068262347241304505
Plymouth,1994,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,21.0,535,2000,Normal,0.00851985559566787
Plymouth,1994,regular unleaded,136.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,19.0,535,2000,Normal,0.007642360512555306
Plymouth,1994,regular unleaded,136.0,4.0,MANUAL,all wheel drive,4.0,Compact,Wagon,18.0,535,2000,Normal,0.007862448877389199
Plymouth,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,28.0,535,2000,Normal,0.006415526652739403
Plymouth,1994,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,23.0,535,2000,Normal,0.007523049946263929
Chrysler,2002,regular unleaded,234.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Sedan,16.0,1013,25520,Normal,0.008494138863841299
Chrysler,2002,regular unleaded,200.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Sedan,18.0,1013,22790,Normal,0.006781109765652825
Chrysler,2002,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Sedan,16.0,1013,28415,Normal,0.00690806182425078
Chrysler,2003,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,19.0,1013,23180,Normal,0.007272727272727273
Chrysler,2003,regular unleaded,234.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,1013,25910,Normal,0.008370044052863436
Chrysler,2003,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,1013,28805,Normal,0.006809241112938989
Chrysler,2004,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,19.0,1013,23480,Normal,0.0068068502059397355
Chrysler,2004,regular unleaded,234.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,1013,26210,Normal,0.00737031531179094
Chrysler,2004,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,1013,29105,Normal,0.006853851691864651
Bentley,2011,premium unleaded (required),600.0,12.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,10.0,520,206600,Luxury,0.007874276261373036
Bentley,2012,flex-fuel (premium unleaded required/E85),600.0,12.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,10.0,520,209600,Luxury,0.0060104804596249764
Bentley,2013,flex-fuel (premium unleaded required/E85),600.0,12.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,10.0,520,209600,Luxury,0.007197359164456951
Bentley,2011,flex-fuel (premium unleaded required/E85),552.0,12.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,11.0,520,181200,Luxury,0.007968843618933493
Bentley,2012,flex-fuel (premium unleaded required/E85),552.0,12.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,11.0,520,184200,Luxury,0.008010600493886647
Bentley,2013,flex-fuel (premium unleaded required/E85),552.0,12.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,11.0,520,184200,Luxury,0.006440700899803802
Bentley,2014,flex-fuel (premium unleaded required/E85),626.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,12.0,520,238700,Luxury,0.007385570209464701
Bentley,2010,premium unleaded (required),600.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,10.0,520,207700,Luxury,0.007333795547338417
Bentley,2014,flex-fuel (premium unleaded required/E85),616.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,13.0,520,217000,Luxury,0.006330208125540262
Bentley,2015,premium unleaded (required),572.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,13.0,520,337000,Luxury,0.09
Bentley,2014,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,15.0,520,177500,Luxury,0.0895
Bentley,2014,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,15.0,520,196500,Luxury,0.004937479170009752
Bentley,2014,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,12.0,520,198600,Luxury,0.004696268814426938
Bentley,2015,flex-fuel (premium unleaded required/E85),626.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,12.0,520,250100,Luxury,0.004558168445042992
Bentley,2015,flex-fuel (premium unleaded required/E85),626.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,12.0,520,227600,Luxury,0.004780172570280639
Bentley,2015,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,12.0,520,203500,Luxury,0.004578827774415657
Bentley,2015,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,14.0,520,219400,Luxury,0.005031289111389237
Bentley,2015,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,14.0,520,206300,Luxury,0.1025
Bentley,2015,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,15.0,520,187900,Luxury,0.007820173781639591
Bentley,2015,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,12.0,520,223600,Luxury,0.008996539792387544
Bentley,2015,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,15.0,520,199700,Luxury,0.0067602873938602225
Bentley,2016,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,14.0,520,231800,Luxury,0.007082056520258767
Bentley,2016,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,15.0,520,198500,Luxury,0.008494050061551087
Bentley,2016,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,14.0,520,218400,Luxury,0.007108516483516483
Bentley,2016,premium unleaded (required),626.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,12.0,520,239400,Luxury,0.006941649899396378
Bentley,2016,premium unleaded (required),582.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,12.0,520,236100,Luxury,0.00728036401820091
Bentley,2016,premium unleaded (required),582.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,12.0,520,214600,Luxury,0.008247422680412371
Bentley,2016,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,15.0,520,210700,Luxury,0.007463222102619304
Bentley,2016,premium unleaded (required),626.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,12.0,520,263400,Luxury,0.006414348685210518
Bentley,2010,premium unleaded (required),600.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,10.0,520,231400,Luxury,0.009042439752612498
Bentley,2011,flex-fuel (premium unleaded required/E85),600.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,10.0,520,236100,Luxury,0.006829584075093057
Bentley,2012,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,11.0,520,212800,Luxury,0.008299080054805246
Bentley,2013,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,11.0,520,212800,Luxury,0.007178091512161932
Bentley,2013,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,14.0,520,191400,Luxury,0.008544239724640615
Bentley,2014,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,14.0,520,195200,Luxury,0.007874603470796791
Bentley,2014,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,12.0,520,218500,Luxury,0.007532421389234322
Bentley,2014,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,14.0,520,216200,Luxury,0.0066993205877705795
Bentley,2011,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,12.0,520,280400,Luxury,0.007151290268173385
Bentley,2012,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,12.0,520,280400,Luxury,0.007693716797948343
Bentley,2010,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,12.0,520,267000,Luxury,0.00672107537205953
Bentley,2011,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,12.0,520,267000,Luxury,0.006574232746533728
Bentley,2012,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,12.0,520,267000,Luxury,0.00812536273940801
Bentley,2001,premium unleaded (required),420.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,10.0,520,299900,Luxury,0.007417823870627527
Bentley,2001,premium unleaded (required),400.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,10.0,520,279900,Luxury,0.007046251461011855
Bentley,2001,premium unleaded (required),420.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,10.0,520,309900,Luxury,0.008384907167099222
Bentley,2001,premium unleaded (required),420.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,10.0,520,319900,Luxury,0.00859645548991648
Bentley,2003,premium unleaded (required),420.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,10.0,520,328990,Luxury,0.008116945566455088
Bentley,2003,premium unleaded (required),420.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,10.0,520,318990,Luxury,0.006288366521934421
Lincoln,2001,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,15.0,61,39660,Normal,0.00888608128026953
Lincoln,2002,premium unleaded (required),275.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,15.0,61,39895,Normal,0.0070600100857286935
